Date,Device,Link_to_Creative,Spend_USD
2024-01,Desktop Display,https://s3.amazonaws.com/YM_Ads/7beiedp1Uof_fRyS472D8Q.png,385124.7778
2024-01,Desktop Display,https://s3.amazonaws.com/YM_Ads/zvcb8N4uwX65b4lDuD3asg.png,201484.5427
2024-01,Desktop Display,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,187750.7167
2024-01,Desktop Video,https://s3.amazonaws.com/YM_Ads/I1RUkja8L6vmUTZQDxLjJQ.mp4,133443.1342
2024-01,Desktop Video,https://s3.amazonaws.com/YM_Ads/LEq74B4BzS3BbmhIjz9FDA.mp4,79224.0027
2024-01,Desktop Video,https://s3.amazonaws.com/YM_Ads/b6E2H7dB5-cTq6i-VrUQDQ.mp4,69202.4884
2024-01,Facebook,https://s3.amazonaws.com/YM_Ads/8278193215417937680.png,357463.9686
2024-01,Facebook,https://s3.amazonaws.com/YM_Ads/7787298822459641772.png,90148.1551
2024-01,Facebook,https://s3.amazonaws.com/YM_Ads/-6991885883936868166.png,75947.6804
2024-01,Instagram,https://s3.amazonaws.com/YM_Ads/645233030685019561.png,495559.88910000003
2024-01,Instagram,https://s3.amazonaws.com/YM_Ads/2489159132674213958.png,384047.2473
2024-01,Instagram,https://s3.amazonaws.com/YM_Ads/1586485183246953749.png,145162.9484
2024-01,Mobile Display,https://s3.amazonaws.com/YM_Ads/FPzYrL3-9NBvky0nIVY4VQ.png,28323.8144
2024-01,Mobile Display,https://s3.amazonaws.com/YM_Ads/jt8j_qrtojEHDcd_idpIlQ.png,16987.3379
2024-01,Mobile Display,https://s3.amazonaws.com/YM_Ads/pox02bP9BWAB22a9mX9BPA.png,14998.5632
2024-01,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/80bd79e80bc40319/media,1162019.4244
2024-01,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/37ebee1ab6d757a3/media,912526.3966
2024-01,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/2c484bc1fc2ebcff/media,789318.9649
2024-01,Snapchat,https://s3.amazonaws.com/YM_Ads/625102444743132897.jpeg,10442.3755
2024-01,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/6c74a206a0b31394/media,1562551.008
2024-01,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,662420.3282
2024-01,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/916daa3825717d1a/media,58390.4149
2024-01,X (formerly Twitter),https://s3.amazonaws.com/YM_Ads/1104504018732552172.png,30.68
2024-01,X (formerly Twitter),https://s3.amazonaws.com/YM_Ads/7255552486118023005.png,23.815
2024-01,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/081668bbc4003162/media,576151.6176
2024-01,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/97d6d5f8fd6b7280/media,379948.5068
2024-01,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/4f40c99164eb1b3f/media,229229.3951
2024-02,Desktop Display,https://s3.amazonaws.com/YM_Ads/pTshOSU0n3TPa6ozSyEWHQ.png,527432.1518
2024-02,Desktop Display,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,403742.4498
2024-02,Desktop Display,https://s3.amazonaws.com/YM_Ads/Xq73j6Y5yELwp2jVh_sYpg.png,251147.5261
2024-02,Desktop Video,https://s3.amazonaws.com/YM_Ads/x2-OBR-eU3yw3zaOEmHhxw.mp4,69633.43609999999
2024-02,Desktop Video,https://s3.amazonaws.com/YM_Ads/LEq74B4BzS3BbmhIjz9FDA.mp4,57171.3114
2024-02,Desktop Video,https://s3.amazonaws.com/YM_Ads/IDQWcebW5soEuqllpniqnA.mp4,34559.9678
2024-02,Facebook,https://s3.amazonaws.com/YM_Ads/8278193215417937680.png,316270.0244
2024-02,Facebook,https://s3.amazonaws.com/YM_Ads/3866107542895925003.png,108615.3675
2024-02,Facebook,https://s3.amazonaws.com/YM_Ads/-5571749228271218928.png,108523.0409
2024-02,Instagram,https://s3.amazonaws.com/YM_Ads/2489159132674213958.png,287715.1611
2024-02,Instagram,https://s3.amazonaws.com/YM_Ads/645233030685019561.png,266315.1106
2024-02,Instagram,https://s3.amazonaws.com/YM_Ads/1586485183246953749.png,125571.4563
2024-02,Mobile Display,https://s3.amazonaws.com/YM_Ads/9p7l8vlXelmcYsQDvvWhqg.png,16226.1036
2024-02,Mobile Display,https://s3.amazonaws.com/YM_Ads/3kMM0i5cWLNeo4GHo3LdzQ.png,13556.820600000001
2024-02,Mobile Display,https://s3.amazonaws.com/YM_Ads/DSSrl3V0ocKW92Dr_rLwbQ.png,11930.8008
2024-02,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/80bd79e80bc40319/media,1722693.3468
2024-02,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/2c484bc1fc2ebcff/media,1088474.9455
2024-02,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/664eb6726159d0c8/media,575700.5521
2024-02,Snapchat,https://s3.amazonaws.com/YM_Ads/625102444743132897.jpeg,61933.0405
2024-02,Snapchat,https://s3.amazonaws.com/YM_Ads/-2501613064913910779.jpeg,250.8518
2024-02,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/6c74a206a0b31394/media,1362562.5822
2024-02,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,647176.3092
2024-02,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/916daa3825717d1a/media,192580.6126
2024-02,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/081668bbc4003162/media,288100.7625
2024-02,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/99c2ed5b708c5414/media,276930.0402
2024-02,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/97d6d5f8fd6b7280/media,220792.9847
2024-03,Desktop Display,https://s3.amazonaws.com/YM_Ads/Eo4UfXWfSGytlTjw4tumhw.png,470457.1813
2024-03,Desktop Display,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,464318.1119
2024-03,Desktop Display,https://s3.amazonaws.com/YM_Ads/ex2y0DdKKRjLX0KMPJ_k4w.png,444643.0342
2024-03,Desktop Video,https://s3.amazonaws.com/YM_Ads/Vd9zwKXdNqnEr7Ei4nkSRw.mp4,53837.9764
2024-03,Desktop Video,https://s3.amazonaws.com/YM_Ads/LEq74B4BzS3BbmhIjz9FDA.mp4,43692.5432
2024-03,Desktop Video,https://s3.amazonaws.com/YM_Ads/cmZ4ZI_gUyJXaHIJNqyRzQ.mp4,38089.4274
2024-03,Facebook,https://s3.amazonaws.com/YM_Ads/-6059698801507964296.png,422358.25430000003
2024-03,Facebook,https://s3.amazonaws.com/YM_Ads/8278193215417937680.png,334591.0647
2024-03,Facebook,https://s3.amazonaws.com/YM_Ads/-7888626863881174058.png,202916.1538
2024-03,Instagram,https://s3.amazonaws.com/YM_Ads/645233030685019561.png,491955.4571
2024-03,Instagram,https://s3.amazonaws.com/YM_Ads/-4517428492616297246.png,242037.8846
2024-03,Instagram,https://s3.amazonaws.com/YM_Ads/8328088030087117056.png,68945.0344
2024-03,Mobile Display,https://s3.amazonaws.com/YM_Ads/5rDKnNJHyfuD0jcZJMY-fA.jpg,75473.834
2024-03,Mobile Display,https://s3.amazonaws.com/YM_Ads/lf-eptvavx3KQAf367vLBA.jpg,56127.7969
2024-03,Mobile Display,https://s3.amazonaws.com/YM_Ads/2uut66E2gZEkdCBBGWSdug.png,20435.1997
2024-03,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/80bd79e80bc40319/media,2008204.4761
2024-03,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/2c484bc1fc2ebcff/media,1226738.4043
2024-03,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,1021547.5382
2024-03,Snapchat,https://s3.amazonaws.com/YM_Ads/625102444743132897.jpeg,54640.879
2024-03,Snapchat,https://s3.amazonaws.com/YM_Ads/-2501613064913910779.jpeg,793.4064
2024-03,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/6c74a206a0b31394/media,1097951.9942
2024-03,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,658011.1106
2024-03,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/916daa3825717d1a/media,285628.5974
2024-03,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/955fb9b9276d98cd/media,825013.2447
2024-03,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/081668bbc4003162/media,263553.6575
2024-03,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/6669776f2bd15264/media,192120.6078
2024-04,Desktop Display,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,469160.4238
2024-04,Desktop Display,https://s3.amazonaws.com/YM_Ads/su_b-Ohr6vk1Fb0Rpi2s1g.png,200702.8473
2024-04,Desktop Display,https://s3.amazonaws.com/YM_Ads/FX6ILPQdFiUsuvm6qUq0Zw.png,126360.1357
2024-04,Desktop Video,https://s3.amazonaws.com/YM_Ads/y2P_z34Rh9uWcYGPY5ttZA.mp4,130189.9691
2024-04,Desktop Video,https://s3.amazonaws.com/YM_Ads/UyZ7sBNuZ8JUj_Saoi64ug.mp4,90659.3947
2024-04,Desktop Video,https://s3.amazonaws.com/YM_Ads/CKZ01ijTcl1oYVIQKxunFw.mp4,83980.1285
2024-04,Facebook,https://s3.amazonaws.com/YM_Ads/7589964286422949603.png,693207.2562
2024-04,Facebook,https://s3.amazonaws.com/YM_Ads/-6059698801507964296.png,299009.2038
2024-04,Facebook,https://s3.amazonaws.com/YM_Ads/1996850903291247482.png,210113.4278
2024-04,Instagram,https://s3.amazonaws.com/YM_Ads/-4517428492616297246.png,244408.5795
2024-04,Instagram,https://s3.amazonaws.com/YM_Ads/1859822762973519453.png,233714.9215
2024-04,Instagram,https://s3.amazonaws.com/YM_Ads/645233030685019561.png,224641.6158
2024-04,Mobile Display,https://s3.amazonaws.com/YM_Ads/jt8j_qrtojEHDcd_idpIlQ.png,16203.3115
2024-04,Mobile Display,https://s3.amazonaws.com/YM_Ads/kptBmdq2GgxyQxdKV-RY9w.gif,12511.976200000001
2024-04,Mobile Display,https://s3.amazonaws.com/YM_Ads/vaBfauOnvWxPX97tsnhEyw.jpg,10812.1558
2024-04,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/80bd79e80bc40319/media,1280608.5147
2024-04,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/37ebee1ab6d757a3/media,1005639.1366
2024-04,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,837767.7629
2024-04,Snapchat,https://s3.amazonaws.com/YM_Ads/625102444743132897.jpeg,37405.7841
2024-04,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/6c74a206a0b31394/media,573655.2471
2024-04,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,462158.0843
2024-04,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/cba235434a479f7d/media,200935.228
2024-04,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/970ed43a8cf74499/media,280200.2405
2024-04,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/99c2ed5b708c5414/media,130267.67139999999
2024-04,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/d6992cefa0c5b9d4/media,108599.2929
2024-05,Desktop Display,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,410702.0534
2024-05,Desktop Display,https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,151365.1849
2024-05,Desktop Display,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,149065.8533
2024-05,Desktop Video,https://s3.amazonaws.com/YM_Ads/y2P_z34Rh9uWcYGPY5ttZA.mp4,101469.6293
2024-05,Desktop Video,https://s3.amazonaws.com/YM_Ads/cQA__1wZtet4nRCtsgPGhA.mp4,74665.6731
2024-05,Desktop Video,https://s3.amazonaws.com/YM_Ads/UyZ7sBNuZ8JUj_Saoi64ug.mp4,67595.5616
2024-05,Facebook,https://s3.amazonaws.com/YM_Ads/-9147211259769290841.png,247808.826
2024-05,Facebook,https://s3.amazonaws.com/YM_Ads/-6116376933397611734.png,211959.9275
2024-05,Facebook,https://s3.amazonaws.com/YM_Ads/-6383768124273403601.png,184555.8382
2024-05,Instagram,https://s3.amazonaws.com/YM_Ads/5509077119537351036.png,265456.9456
2024-05,Instagram,https://s3.amazonaws.com/YM_Ads/120843516935687702.png,207360.09840000002
2024-05,Instagram,https://s3.amazonaws.com/YM_Ads/-4517428492616297246.png,202637.2541
2024-05,Mobile Display,https://s3.amazonaws.com/YM_Ads/Ht_eSHKRfZ8RyKPcWoZbVg.png,25570.7993
2024-05,Mobile Display,https://s3.amazonaws.com/YM_Ads/D1c7zHpSTIlWge1bJ45UIQ.png,20862.942
2024-05,Mobile Display,https://s3.amazonaws.com/YM_Ads/vaBfauOnvWxPX97tsnhEyw.jpg,13619.697100000001
2024-05,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/7af911665027a685/media,1387606.363
2024-05,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/e539913b0b10f77f/media,1336688.3778
2024-05,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,1038409.1058
2024-05,Snapchat,https://s3.amazonaws.com/YM_Ads/625102444743132897.jpeg,61930.0861
2024-05,Snapchat,https://s3.amazonaws.com/YM_Ads/-2501613064913910779.jpeg,466.4459
2024-05,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/46ce1a492a28ae2a/media,472302.3971
2024-05,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/916daa3825717d1a/media,306791.2183
2024-05,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/a480d005a7523eba/media,63369.0296
2024-05,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/daf7f67fdd155253/media,277558.2564
2024-05,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/970ed43a8cf74499/media,230332.8663
2024-05,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/440c3b96b82044b0/media,208824.8707
2024-06,Desktop Display,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,311606.1375
2024-06,Desktop Display,https://s3.amazonaws.com/YM_Ads/7TO2F1cU5z_jBlxTpkNPWw.png,86086.7173
2024-06,Desktop Display,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,81515.8008
2024-06,Desktop Video,https://s3.amazonaws.com/YM_Ads/UyZ7sBNuZ8JUj_Saoi64ug.mp4,158192.2094
2024-06,Desktop Video,https://s3.amazonaws.com/YM_Ads/y2P_z34Rh9uWcYGPY5ttZA.mp4,126169.0631
2024-06,Desktop Video,https://s3.amazonaws.com/YM_Ads/tPZaJH2Rp-xpiG_kRRcZ0Q.mp4,76521.3496
2024-06,Facebook,https://s3.amazonaws.com/YM_Ads/-9147211259769290841.png,584842.3194
2024-06,Facebook,https://s3.amazonaws.com/YM_Ads/-3013142733376179420.png,159090.8739
2024-06,Facebook,https://s3.amazonaws.com/YM_Ads/-8172075211507506295.png,147575.031
2024-06,Instagram,https://s3.amazonaws.com/YM_Ads/5668199909030255861.png,315299.1604
2024-06,Instagram,https://s3.amazonaws.com/YM_Ads/3598717512360308375.png,138371.9815
2024-06,Instagram,https://s3.amazonaws.com/YM_Ads/120843516935687702.png,124965.5962
2024-06,Mobile Display,https://s3.amazonaws.com/YM_Ads/VOrhRfbR9bAlvCli3hYR8Q.png,7620.37
2024-06,Mobile Display,https://s3.amazonaws.com/YM_Ads/3ETumTnQT1nNVP8mtveJ3w.png,4971.2639
2024-06,Mobile Display,https://s3.amazonaws.com/YM_Ads/9p7l8vlXelmcYsQDvvWhqg.png,3666.9437000000003
2024-06,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/7af911665027a685/media,1658390.6735
